minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,negr_n,roomt_n
-0.9706542325773074,-0.25984241118092316,-0.18443867043344697,-0.4770845605330141,0,0
0.5791692657181537,-0.25984241118092316,-0.7636465789414711,-0.4770845605330141,0,0
-0.9706542325773074,-0.7084002156229612,,-0.4770845605330141,1,1
-0.9706542325773074,-0.6443205292740987,-0.862002638876796,-0.4770845605330141,1,1
-0.9706542325773074,0.7013528840520156,-0.4030076925119467,-0.4770845605330141,0,1
-0.4540463998121537,-0.7084002156229612,,-0.4770845605330141,1,0
0.5791692657181537,1.9829466110292673,0.6789089667766267,1.299369994727032,1,1
1.0957770984833075,2.30334504277358,-0.2718662792648469,-0.4770845605330141,0,0
-0.9706542325773074,-0.25984241118092316,-0.6106482634865213,-0.4770845605330141,2,0
0.06256143295300001,3.2004606516576564,-0.031440354978497176,-0.4770845605330141,0,1
-0.9706542325773074,-0.7084002156229612,,-0.4770845605330141,1,1
0.06256143295300001,0.2527950796099775,-0.6215767145904463,-0.4770845605330141,1,0
-0.9706542325773074,-0.7084002156229612,,-0.4770845605330141,0,1
1.0957770984833075,-0.7084002156229612,,-0.4770845605330141,0,1
-0.9706542325773074,-0.7084002156229612,,-0.4770845605330141,0,1
1.0957770984833075,-0.6443205292740987,-0.6871474212139963,-0.4770845605330141,0,1
-0.9706542325773074,-0.7084002156229612,,-0.4770845605330141,0,0
-0.4540463998121537,3.713098142448557,-0.1407248660177471,-0.4770845605330141,0,0
-0.4540463998121537,-0.4520814702275109,-0.7855034811493211,-0.4770845605330141,1,0
-0.4540463998121537,-0.4520814702275109,1.1379039131414759,1.299369994727032,2,1
1.0957770984833075,-0.6443205292740987,-0.7417896767336212,-0.4770845605330141,0,0
-0.9706542325773074,1.6625481792849544,0.23084247151570242,-0.4770845605330141,0,2
2.128992764013615,-0.580240842925236,0.17620021599607746,-0.4770845605330141,1,1
-0.4540463998121537,-0.5161611565763735,2.3618904367810742,-0.4770845605330141,1,1
-0.9706542325773074,-0.6443205292740987,-0.8838595410846459,1.299369994727032,1,1
-0.4540463998121537,1.0858310021451911,-0.31558008368054674,-0.4770845605330141,1,0
-0.4540463998121537,-0.7084002156229612,,-0.4770845605330141,0,0
0.06256143295300001,-0.4520814702275109,-0.7199327745257713,-0.4770845605330141,0,0
0.5791692657181537,-0.131683038483198,-0.6325051656943713,1.299369994727032,0,1
-0.9706542325773074,-0.7084002156229612,,-0.4770845605330141,1,0
-0.4540463998121537,3.0082215926110685,2.1433214147025743,3.0758245499870784,1,1
2.6456005967787686,-0.7084002156229612,,3.0758245499870784,1,1
2.128992764013615,-0.580240842925236,-0.7964319322532462,-0.4770845605330141,1,1
2.128992764013615,-0.4520814702275109,-0.7745750300453961,-0.4770845605330141,1,0
-0.4540463998121537,-0.6443205292740987,-0.8838595410846459,-0.4770845605330141,1,1
-0.9706542325773074,-0.7084002156229612,,-0.4770845605330141,1,1
0.5791692657181537,-0.32392209752978574,-0.6543620679022213,-0.4770845605330141,1,0
-0.4540463998121537,-0.6443205292740987,-0.840145736668946,-0.4770845605330141,2,1
0.06256143295300001,-0.003523665785472841,-0.5560060079668964,-0.4770845605330141,0,1
-0.9706542325773074,-0.003523665785472841,-0.34836543699232175,-0.4770845605330141,1,1
-0.4540463998121537,-0.7084002156229612,,-0.4770845605330141,1,2
0.06256143295300001,-0.7084002156229612,,1.299369994727032,0,1
1.0957770984833075,1.5984684929360917,-0.33743698588839677,-0.4770845605330141,1,0
0.06256143295300001,-0.4520814702275109,-0.5450775568629714,-0.4770845605330141,1,0
-0.4540463998121537,-0.5161611565763735,1.9793946481436997,-0.4770845605330141,1,1
-0.4540463998121537,-0.6443205292740987,0.17620021599607746,-0.4770845605330141,2,0
1.0957770984833075,1.0858310021451911,-0.1516533171216721,1.299369994727032,1,0
0.5791692657181537,-0.6443205292740987,-0.894787992188571,-0.4770845605330141,2,1
0.06256143295300001,2.880062219913343,-0.05329725718634716,-0.4770845605330141,1,0
-0.9706542325773074,-0.7084002156229612,,-0.4770845605330141,1,1
0.06256143295300001,0.12463570691225231,0.7663365756080266,3.0758245499870784,1,1
